reg_no,length,owner_uuid
GJ12BV7977,40 Ft DXL,3361710212
TN88L3103,32 Ft XXXL,3511626596
MH04JU1277,32 Ft XXL,1.27493E+18
GJ05BX1837,32 Ft XL,1429787151
RJ32GD0404,32 Ft XL,2546199617
RJ14GP8437,32 Ft XL,3310646587
MH01DR7197,32 Ft XXL,2526486597
PB13BB2014,32 Ft XXL,834023770
GJ12BX6316,36 Ft XXXL,1649101344
NL01Q2226,32 Ft XXXL,1.34396E+18
UP14LT4666,22 Ft XL,2401196734
NL01AB2443,32 Ft XXL,1.27493E+18
HR55Y0934,32 Ft XXL,3648094054
TN12P1413,32 Ft XXL,3192085304
MH04KU6511,20 Ft XL,162849997
RJ02GC6621,32 Ft XXL,3202025075
NL01AE7363,32 Ft XL,157134406
HR38AA1574,34 Ft XL,3703281834
TN88U8728,32 Ft XXXL,4152150427
HR38AD4053,32 Ft XL,1.27493E+18
HR38AC3215,32 Ft XL Ft XL,531682090
TN37CK3850,20 Ft XL,1.27493E+18
NL01AE6950,32 Ft XXL,1.27493E+18
MH46CL0252,34 Ft XL,3823404355
HR38AC8258,22 Ft XL,2715031614
NL01Q7407,32 Ft XL,1.27493E+18
TN52J2767,32 Ft XXL,1.37286E+18
NL01AF8589,32 Ft XL,1980459104
TN99S2949,20 Ft XL,2788541048
TN88K9797,32 Ft XXXL,4290163489
UP16FT0942,19 Ft XL,2226737947
MH04GR0053,32 Ft XXL,3862635773
HR55AQ1142,32 Ft XL,2594083566
DD01L9376,32 Ft XL,723912061
MH46CL2270,32 Ft XXL,3436619519
DL1MB1419,22 Ft XL,2875367520
TN28BH8732,32 Ft XXL,1.29634E+18
NL01AH5592,32 Ft XXL,1617854670
KA51AJ5431,32 Ft XL,1726171411
HR55AT8389,24 Ft XL,754668218
MP09GH0547,32 Ft XL,667083889
HR55AC1814,32 Ft XXL,1.34095E+18
UP54T9329,26 Ft DXL,3504217824
KA51C7867,32 Ft XXL,902512755
RJ10GB8082,32 Ft XXL,459124687
UP53HT5822,32 Ft XXL,3914731708
NL01N1372,32 Ft XXL,1.27493E+18
HR47C5403,32 Ft XXL,3234395569
HR38AD7328,22 Ft XL,254798499
RJ10GB7673,32 Ft XL,3874504844
TN30BP7891,32 Ft XXL,1.27493E+18
HR55AM0934,32 Ft XXL,1.27493E+18
GJ27TT6901,32 Ft XXL,2547172608
MH04LQ6148,32 Ft XXL,1647748010
PB13AW1270,32 Ft XXL,2322689137
HR38V7345,34 Ft XL,2929007958
RJ10GC0576,32 Ft XXL,1.28515E+18
TN52AC2688,32 Ft XXL,1.27493E+18
HR55AJ7792,32 Ft XXL,1.27493E+18
RJ32GC3591,32 Ft XL,2569825664
TN58AE7861,32 Ft XXL,2006839430
HR55AL5736,17 Ft XL,1.27493E+18
NL01AB2360,32 Ft XXL,1168052891
TN39DY5443,20 Ft XL,3946541699
HR38W5334,34 Ft XL,2144723344
HR55AP4799,32 Ft XXL,2746782088
MH04LY0178,32 Ft XL,2138848803
NL01AF7311,32 Ft XXL,1147749398
HR55AM7247,32 Ft XXL,1.27493E+18
HR55AL4918,32 Ft XL,2710583951
RJ32GC5778,32 Ft XL,602294473
RJ40GA6196,32 Ft XXL,2002687540
NL01AE7598,32 Ft XXL,1.27493E+18
RJ10GB1676,32 Ft XXL,2057164780
HR55AK3399,22 Ft XL,909131034
TN90B3574,32 Ft XXL,1.31302E+18
HR46F7816,40 Ft DXL,615687181
HR55AN2217,32 Ft XL,3961557537
TN31BS6079,22 Ft XXL,3527797965
NL01AC4980,32 Ft XXL,3155944960
HR38Z7628,20 Ft XL,554587856
TN88AY1699,32 Ft XXL,144129327
HR55T6938,32 Ft XL,3000356243
NL01N2548,32 Ft XXL,1355641096
MH04KF2967,20 Ft XL,454815988
MH48CB6739,32 Ft XXL,1726747407
UP70KT9051,32 Ft XXL,461454717
NL01AF5194,24 Ft XL,2794462599
HR47E2639,32 Ft XXL,858282445
HR58D1133,32 Ft XL,4251333778
MH04KU5553,20 Ft XL,3364112379
HR55AC5653,22 Ft XL,267942975
HR38W4063,32 Ft XL,1152643775
HR68B9647,32 Ft XXL,2838899538
RJ14GN1805,32 Ft XL,2005079660
MH04LQ1639,32 Ft XL,200509188
HR55W0791,32 Ft XXL,4003659567
OD11L8482,32 Ft XXL,560318007
HR68B5685,32 Ft XXL,2838899538
HR61E2638,32 Ft XL,304341086
NL01AG1923,34 Ft XL,1324027201
BR06GE5549,32 Ft XL,1675607123
RJ11GC6324,32 Ft XXL,643540762
KA52C3814,22 Ft XL,679759812
WB73G1531,32 Ft XL,3525417847
PB65AA9056,32 Ft DXL,3504217824
TN42AH9421,20 Ft XL,1173058418
RJ14GR0492,32 Ft XXL Ft XXL,1093938573
MH04HY2126,32 Ft XXL,3413832098
NL01AD4417,32 Ft XXL,10029311
RJ09GD4932,32 Ft XL,2259263522
MH06CP1446,32 Ft XL,3749361327
KA07B6189,22 Ft XXL,3098121998
NL01AE8686,32 Ft XXL,1.27493E+18
HR848688,32 Ft XL,623569956
MH12VT9459,32 Ft XXL,4240028878
HR47D1048,32 Ft XL,4065014065
MH43CE2319,22 Ft XL,162849997
MH04KF7296,32 Ft XL,3678859715
NL01AD6132,32 Ft XL,1647748010
MH12SX3947,32 Ft XL,4100923775
MH43BG2279,32 Ft XXL,1.27493E+18
HR38Y7082,32 Ft XXL,3247839583
TN87E6237,20 Ft XL,1908930337
MH46BU0338,22 Ft XL,1400814806
RJ40GA4721,32 Ft XXL,1.29422E+18
MH42AQ9289,32 Ft XL,782972864
TN18BF5702,20 Ft XL,2845509112
HR55AH0325,32 Ft XL,1209239541
NL01AD8414,32 Ft XL,2994594257
HR55AK3192,22 Ft XL,107508280
GJ12BW9771,36 Ft XXXL,1649101344
RJ23GD8711,32 Ft XXL,1454141714
HR38AD8456,32 Ft XL,4203907520
GJ12BZ3544,40 Ft DXL,3106825274
MH04KU7363,32 Ft XXL,1.37247E+18
MH04LQ6611,22 Ft XL,3035918602
MH04KU6161,20 Ft XL,612144592
MH43BP6725,32 Ft XXL,1.37249E+18
WB05A4186,32 Ft XL,1080031028
HR55AE7833,32 Ft XXL,3624319895
HR55AU5252,22 Ft XXL,495198545
MH04GR2967,20 Ft XL,454815988
NL01Q5942,32 Ft XL,4185265074
KA52B4929,32 Ft XL,1851269370
GJ36T8596,32 Ft XL,2791720922
TN12AE3723,20 Ft XL,1908930337
PB65BD1120,20 Ft XL,1807992685
KA52B6597,32 Ft XL,2966058994
TN42AD5830,24 Ft XL,3748473302
TN70Z5188,20 Ft XL,3742945665
HR55AJ0443,32 Ft XL,1.36953E+18
MH43BX3217,32 Ft XXL,1.37249E+18
RJ09GD9974,30 Ft XXL,3310019958
MH46F4568,34 Ft XL,2066449745
KA569141,32 Ft XXL,3287624297
RJ52GA6879,32 Ft XXL,3509917328
HR38W8794,32 Ft XXL,753939644
UP21CT2460,32 Ft XXL,34820065
MH04JU3073,32 Ft XXL,3862635773
MH04LQ1896,32 Ft XL,573747521
RJ11GC4101,32 Ft XXL,3076107935
CH01TB4001,32 Ft XXL,2838899538
MH04MH2551,22 Ft XL,3387547965
HR55AJ2430,32 Ft XL,265122025
TN79K9608,20 Ft XL,2747729400
WB05A2050,32 Ft XL,1080031028
DD01F9953,20 Ft XL,2963006445
GJ27TT5911,32 Ft XL,2171578430
UP58T5161,20 Ft XL,2069124165
HR843614,22 Ft XL,718481859
GJ12BY6852,40 Ft DXL,361831879
GJ18BV0349,32 Ft XL,3805031758
MP09HG9906,32 Ft XXL,3686599518
TN28BK1377,32 Ft XXXL,1579060235
HR55AK9357,32 Ft XXL,1.27493E+18
NL01AF7794,32 Ft XXL,154705261
TN12Y9221,32 Ft XXL,395208720
WB05A0513,32 Ft XL,1080031028
NL01AE9915,32 Ft XL,1.27493E+18
NL01AC4758,32 Ft XL,611100283
PB11CJ3530,32 Ft XXL,2322689137
RJ32GD3928,32 Ft XL,2124614750
RJ11GB6964,32 Ft XXL,795144702
TN36BS6428,32 Ft XXL,1976321926
KA529161,32 Ft XL,570434649
HR63D8943,32 Ft XL,1748235747
HR55AF6877,32 Ft XXL,3648094054
TN54V7396,20 Ft XL,1.29308E+18
MH46AR4829,32 Ft XL,3064863068
HR74A7553,32 Ft XXL,1339074655
RJ14GN2886,32 Ft XL,2783829460
RJ32GD1755,32 Ft XL,2463724394
HR55AL6308,32 Ft XL,234476758
UP81FT6972,32 Ft XL,3171490925
MH01DR4435,32 Ft XXL,1982357314
HR38AB1802,32 Ft XL,2219265497
MH40CM3403,20 Ft XL,2898795827
MH48BM8462,20 Ft XL,1108906863
RJ19GH1324,32 Ft XL,3782819293
HR61D6455,32 Ft XL,2498711935
TN85Q4854,22 Ft XL,1305186439
WB23C5207,32 Ft XL,3356478158
TN37EW7727,20 Ft XL,1908930337
MH46AR3323,32 Ft XXL,2278699910
MH14FT1357,20 Ft XL,3659672563
TN28BK4437,32 Ft XXL,1582231546
HR55AE8054,32 Ft XXL,365818776
TN45BF8230,32 Ft XXL,2661233880
TN52AA1797,32 Ft XXL,3722235971
HR55AE0477,32 Ft XL,1.27493E+18
UP54T9598,26 Ft DXL,3504217824
TN36BS7313,32 Ft XXL,12546475
HR38AC0272,32 Ft XL,1868373273
HR55U4477,32 Ft XL,1788205992
KA566866,32 Ft XXL,1473433051
RJ14GK3282,32 Ft XL,1208027135
NL01AF0452,32 Ft XXL,1.27493E+18
MH02ER8047,20 Ft XL,3946627381
NL01AA5874,32 Ft XL,1251697427
KA567514,32 Ft XXL,152244778
RJ14GG6312,40 Ft DXL,4255940877
HR55AC9595,32 Ft XL,2637171806
GJ18AX9968,32 Ft XL,4196710372
HR38AF2176,34 Ft XL,3158106272
RJ40GA5709,32 Ft XL,1206131433
HR55AE5404,32 Ft XXL,1.34095E+18
MH12LT6327,32 Ft XL,641754499
RJ32GC8950,30 Ft XL,1.27493E+18
KA53AA7485,20 Ft XL,3397109511
TS08UF9808,32 Ft XXL,2045484468
NL01AF8719,32 Ft XXL,1622177116
NL01AG1057,32 Ft XXXL,2309716914
HR47C8084,32 Ft XL,2360715924
MH04KU4681,20 Ft XL,1883232132
HR55AL4917,24 Ft XL,905144903
MH04KF3686,20 Ft XL,2545997179
KA01AM1627,20 Ft XL,1.28381E+18
HR61E8914,32 Ft XL,3164399253
MH14JL9266,32 Ft XXL,340441395
TN39CU3831,32 Ft XXL,3248162065
HR55S4947,32 Ft XXL,3234395569
HR66B0509,32 Ft XXL,823897004
HR55AP9493,22 Ft XXL,3298225934
HR55AL1603,32 Ft XL,2211193487
HR55AT1517,22 Ft XL,307838769
MH46BU4542,32 Ft XL,2652225535
UK06CC8003,32 Ft XXL,337207618
MH04JU5162,32 Ft XL,1763251974
TN84Q4520,20 Ft XL,3322124713
JH12P8862,32 Ft XL,364996340
MH44U9766,32 Ft XL,218478830
NL01AC5689,32 Ft XXL,1.27493E+18
RJ18GB2277,32 Ft XXXL,2586781197
RJ14GJ9662,32 Ft XXXL,1868373273
MH04KU1549,20 Ft XL,798371888
RJ32GC8464,32 Ft XL,1242574798
UP21BN3720,30 Ft DXL,2261330358
TN34MB1599,32 Ft XXL,3160359729
MP09HJ2355,32 Ft XXL,1.27493E+18
MH04LY9184,20 Ft XL,1955780821
RJ32GC1571,32 Ft XL,3146373301
MH04KU7793,32 Ft XL,3946627381
TN88H8545,32 Ft XXL,611573202
TN58BA5190,32 Ft XL,3573613894
RJ14GH1862,32 Ft XXL,2050215225
MH04LE2578,20 Ft XL,2215068666
TS12UD8766,24 Ft XL,2865529757
RJ18GB4897,32 Ft XXL,1.33805E+18
MH43BG9642,32 Ft XXL,508628337
RJ14GN8616,32 Ft XXL,475520936
GJ15AT9320,32 Ft XL,2299281860
HR47D4436,24 Ft XXL,2866879391
WB05A2238,32 Ft XXL,1080031028
HR55AH8509,32 Ft XXL,1.27493E+18
TN64V3016,22 Ft XL,3212293393
HR55AG2499,32 Ft XL,1.36953E+18
MH04LE2966,32 Ft XXL,66625116
HR55AL3892,22 Ft XL,2345315178
NL01AF7782,32 Ft XL,1763251974
KA39A2470,32 Ft XXL,275320548
RJ18GB8466,32 Ft XXL,3212501677
HR55AC9766,30 Ft DXL,2261330358
NL01K9963,32 Ft XL,3990353183
RJ11GD3801,32 Ft XXL,21951928
HR38AG6450,34 Ft XL,1888575939
NL01AB2357,32 Ft XXL,1168052891
TN28BH5059,32 Ft XXL,2965101781
HR58B1807,30 Ft DXL,2818151988
MH01DR2217,32 Ft XL,2526486597
HR55AP3974,22 Ft XXL,3139241246
NL01AA8686,32 Ft XXL,1.27493E+18
RJ32GD4624,32 Ft XL,2757784359
DD01X9965,32 Ft XL,2412338830
RJ14GN7831,32 Ft XL,769699355
HR47F5394,32 Ft XXL,4030502194
HR38V3415,34 Ft XL,108619419
RJ11GC1038,32 Ft XXL,2252295024
KA51AJ6325,22 Ft XL,2655206995
KA51AJ4162,24 Ft XXL,4089801887
RJ14GK7721,32 Ft XXL,1.36388E+18
MH04LQ5243,32 Ft XL,3946627381
KA01AN8667,32 Ft XL,684657335
TN28BF7583,32 Ft XXL,630446376
MH12LT9098,32 Ft XL,832429393
RJ10GB2114,32 Ft XXL,4036142650
MH46BB7567,32 Ft XXL,2672315371
NL01AE7597,32 Ft XXL,1.27493E+18
NL01AF2166,32 Ft XL,1763251974
HR38AE1578,34 Ft XL,183624329
RJ18GB4245,32 Ft XXL,677579724
GJ12BZ8498,36 Ft XXXL,361831879
MH04HS1058,20 Ft XL,2042883326
RJ14GP9685,32 Ft XXL,4005448948
UP51AT4697,32 Ft DXL,3504217824
TS09UD9135,32 Ft XXL Ft XXL,755757593
HR38AG9804,32 Ft XL,3908165514
TN86F8326,32 Ft XXL,938811256
HR55AH5337,32 Ft XXL,1.28455E+18
TG12T2641,32 Ft XL Ft XL,2904170378
MH43BG5583,32 Ft XXL,104415644
PB13AR6302,32 Ft XXL,2322689137
MH12LT8199,32 Ft XL,2671813342
HR55AV9307,32 Ft XL,3961557537
KA09C2890,32 Ft XXL,1.29034E+18
RJ47GA5925,36 Ft XXXL,4255940877
NL01AG8122,34 Ft XL,842767169
MH04KU5852,20 Ft XL,3707764688
MH05DK8307,22 Ft XL,18476183
MH40CT4394,20 Ft XL,3526396359
KA51AJ3212,32 Ft XXL,1419639143
HR66A4735,32 Ft XL,515545083
HR55AW9166,32 Ft XXL,660306089
MH16CD5198,20 Ft DXL,3465567339
HR38AF8345,32 Ft XL,3908165514
HR55AB7370,20 Ft XL,1.35842E+18
CH01TB4519,32 Ft XL,2838899538
HR38AC0137,22 Ft XL,70598964
MH04LQ7036,32 Ft XL,2521587979
HP12R5452,32 Ft XXL,1897135976
WB11F6292,32 Ft XXL,3523648269
KA52B3607,20 Ft XL,4216619109
MH04EL1062,32 Ft XXL,3862635773
NL01Q4046,32 Ft XL,1.27493E+18
RJ32GD4674,32 Ft XL,356233306
RJ11GC1098,32 Ft XXL,2718940235
TN18BQ8133,32 Ft XXL,3270056237
MH46AF7521,20 Ft XL,1839097813
MP09GH0996,32 Ft XL,667083889
UP78FN7191,32 Ft XL,2718456997
HR55V7892,24 Ft XL,3113581642
MH04KF8239,20 Ft XL,2545997179
AP05TN0764,32 Ft XXL,24808201
HR55AQ2021,22 Ft XL,2514232031
TN04AQ8022,20 Ft XL,1908930337
HR55AQ1882,32 Ft XL,1179273343
MH04LY2266,32 Ft XXL,66625116
KA53AA8546,32 Ft XL,1.27493E+18
DL1MA8567,20 Ft XL,1843032663
HR55AK8146,32 Ft XXL,1.27493E+18
UP81FT6510,32 Ft XL,1698857278
KA01AL1456,20 Ft XL,773382346
UP13AT3030,32 Ft XL,1310073092
HR55AF8461,32 Ft XL,267942975
MH03CV3715,22 Ft XL,18476183
MH04KU7392,20 Ft XL,4143037193
HR47F4670,32 Ft XL,1116160635
HR38AD1566,22 Ft XL,528477028
HR55AR9455,32 Ft XXL,1.29422E+18
RJ02GC0041,20 Ft XL,314389732
MH46CU0850,34 Ft XL,1261369310
TN85P2351,22 Ft XL,1.41632E+18
TN66R9237,22 Ft XL,3204176877
MH04HD3561,32 Ft XXL,2186892581
HR38AC8447,32 Ft XXL,2111733133
NL01Q4192,32 Ft XXL,1475910947
KA51AJ2898,32 Ft XL,1.29971E+18
NL07AA4050,32 Ft XL,1993271565
HR38AH8384,32 Ft XL,1790931984
RJ32GC8733,32 Ft XL,4073191017
BR10GC3536,22 Ft XXL,3693402045
HR38X1877,32 Ft XXL,3858824810
MH04LE7508,20 Ft XL,3963283725
MH14HU1695,32 Ft XL,2516929878
JH12G4245,32 Ft XXL,4172966421
MH16CD6483,32 Ft XXL,2966378718
MH04KU5177,20 Ft XL,3724025144
MH42AQ9954,32 Ft XL,1199087743
MH40CT0147,32 Ft XL,761325456
RJ32GC9152,32 Ft XL,265122025
HR55AN0183,32 Ft XL,1668670859
HR55AS6098,32 Ft XL,2710583951
HR38X4750,32 Ft XL,4023146082
HR46E6350,32 Ft XL,3469807626
GJ27TD4899,32 Ft XL,2498711935
NL01AB7979,32 Ft XL,1890778991
HR55AL2480,32 Ft XL,3556676147
MH12QW7378,30 Ft DXL,3954209148
NL01AG0463,34 Ft XXXL,2059618537
MH14BJ0082,20 Ft XL,3151002558
NL01AG8409,32 Ft XL,2903670965
HR55AH5571,32 Ft XXL,1.27493E+18
NL01AF7795,32 Ft XXL,154705261
MH04JK1040,32 Ft XXL,929016104
TS07UE2645,32 Ft XXL,3829683448
HR38Z1966,32 Ft XL,2842289734
HR38AF7316,34 Ft XL,1599883026
KA51D5435,32 Ft XXL,2626679146
HR38AB4362,32 Ft XL,1868373273
TN19AS0223,20 Ft XL,1062491747
KA51AG8740,32 Ft XL,297848648
NL01AD6979,32 Ft XL,3759915411
HR38AG0738,22 Ft XL,554587856
WB19G6828,20 Ft XL,2008676863
TN52H9306,26 Ft DXL,722363753
TN32BE4244,20 Ft XL,1908930337
KA52B7561,32 Ft XXL,2966058994
HR61C1598,32 Ft XXL,3002953019
NL01AH2482,32 Ft XL,2914938575
MH04LE2805,32 Ft XXL,1.37247E+18
GJ06AU5201,32 Ft XL,104156937
RJ14GR4411,32 Ft XL,1124239491
RJ11GC8128,32 Ft XXL,3329704728
HR38W3283,32 Ft XXL,1297437708
MH04LQ5038,22 Ft XL,808900181
MH42AQ6056,32 Ft XL,1168052891
HR55AL7886,32 Ft XL,1253470403
HR55AK9457,32 Ft XL,3642497143
RJ32GD4203,32 Ft XL,1993271565
MH20GC8297,32 Ft XL,1575234037
NL01AC9821,32 Ft XL,586056444
HR38AC2684,30 Ft XL,2275596032
KA51AJ5433,32 Ft XL,1726171411
TN88F7651,32 Ft XXL,1096970933
RJ11GB8965,32 Ft XXL,3438199769
HR55AF8765,32 Ft XL,3139241246
HR55AQ5753,22 Ft XL,3383706013
HR38V4736,32 Ft XL,2820743978
HR55AC0510,32 Ft XL,2410293208
HR38AA0403,32 Ft XL,856211950
DD01Y9895,32 Ft XXL,559712815
MH04KU3118,20 Ft XL,484342666
TN42AH8199,32 Ft XL,1.27493E+18
NL01AE7602,32 Ft XXL,1.27493E+18
HR38AA8007,34 Ft XL,2399895960
UP11CT0144,32 Ft XXL,3211344353
TN52AA7888,32 Ft XXL,1.27493E+18
MH43BX0686,32 Ft XXL,1.37249E+18
KA01AJ0034,24 Ft XXL,1.28381E+18
MH12UM4544,32 Ft XL,350259233
RJ14GR4865,32 Ft XXL,154705261
DD01U9163,20 Ft XXL,1133569185
MH43BP6523,20 Ft XL,2126873029
KA51AK3202,32 Ft XXL,154705261
HR63E0552,32 Ft XXL,1.27493E+18
MH46BB4930,20 Ft XL,2126873029
WB11D7952,32 Ft XXL,3746169806
TN28BK8969,32 Ft XXL,3795468966
UP63BT0469,22 Ft DXL,3666291754
NL01AG7693,36 Ft XXXL,533252639
HR38Z8345,32 Ft XL,1806953019
HR55AM5596,22 Ft XL,3378060670
HR55AS7509,32 Ft XL,4224261776
MH20DE4347,32 Ft XL,2880141006
MH04KF5541,32 Ft XXL,795547115
GJ12BZ3836,40 Ft DXL,3977723563
TN28BH7620,32 Ft XXL,1.3391E+18
NL01AA5873,32 Ft XL,3003097865
MH12NX0502,32 Ft XXL,2927018714
TN88K9127,32 Ft XXL,638422165
TN28CX3434,32 Ft XXL,1805481833
MH04KU1470,32 Ft XL,2984689483
HR55AL8628,32 Ft XL,234476758
HR55Y9953,32 Ft XXL,1.27493E+18
TN34Y0473,32 Ft XXL,1.27493E+18
HR55W6364,32 Ft XL Ft XL,115612260
UP23T6759,32 Ft XXL,1897334415
MH03CV9758,20 Ft XL,880297532
KA51AC5252,32 Ft XXL,2626679146
RJ31GA5487,32 Ft XL,815098367
HR68B4286,32 Ft XL,2838899538
UP14HT8455,20 Ft DXL,1569159639
RJ32GC9149,32 Ft XL,356233306
MP09DP6111,32 Ft XL,547416547
HR55AS1414,22 Ft XL,1768193902
DD01M9605,22 Ft XL,1700279954
MH12HD5937,32 Ft XL,4056982736
NL01AG2178,32 Ft XXL,2260064567
NL01AD8846,32 Ft XXL,1.27493E+18
HR55V9107,32 Ft XXL,1.27493E+18
HR38AD9481,34 Ft XL,1017497294
HR55AJ4392,22 Ft XL,1.27493E+18
GJ12BZ2461,40 Ft DXL,3746909028
TN11P2265,32 Ft XXL,299615325
KA51AK1111,32 Ft XXL,56537515
MH04LY0165,32 Ft XXL,3179876767
HR55AM0806,22 Ft XL,3251427046
WB11C6841,32 Ft XXL,803928448
HR63C5517,32 Ft XL,3497881716
MP09DX7390,32 Ft XXL,3706224517
HR38AD3477,34 Ft XL,2858977521
NL01AB1697,32 Ft XL,694678537
RJ32GD0957,32 Ft XL,356233306
KA52B6370,22 Ft XL,680838193
MH43BP5302,32 Ft XXL,1.37249E+18
TN12BA9164,32 Ft XL,447128245
TN28BF2169,32 Ft XXL,3195117847
HR69F6912,32 Ft XL,707705214
RJ10GB1772,32 Ft XL,1806535522
TN88J3677,32 Ft XXL,2100804389
HR55AC2152,32 Ft XXL,149166325
HR47D3370,32 Ft XXL,4004548899
HR47F1920,32 Ft XL,312411188
RJ14GQ0599,32 Ft XL,1.27493E+18
MH14JP3499,32 Ft XL,589546240
RJ11GC9207,32 Ft XXL,2821549532
TN83S6436,20 Ft XL,3800919864
HR47E4854,32 Ft XL,4242867162
DL1GC5791,32 Ft XXL,667083889
MH04GR5945,32 Ft XL,2753562616
TN88K8484,32 Ft XXL,3926192934
WB05A3834,32 Ft XXL,1080031028
MH04HD8932,32 Ft XL,2526486597
RJ14GP6697,32 Ft XL,2553882112
PB13BK7974,32 Ft XL,2410293208
KA52B9142,22 Ft XL,4023857966
NL01Q6862,40 Ft DXL,3364769651
HR55AL7115,32 Ft XL,4112769211
RJ18GC5280,32 Ft XL,1620241690
JH15U5822,32 Ft XXL,1077479138
GJ15AV5898,32 Ft XXL,2188263491
HR61D5368,32 Ft XL,2057164780
MH14EM9359,32 Ft XXL,2671813342
UK07CD5145,32 Ft XXXL,215964506
NL01AH8732,34 Ft XL,17667683
HR55AL0569,22 Ft XL,818100544
TN52R9959,32 Ft XXL,1.37286E+18
MH14HU4499,32 Ft XL,589546240
NL01AF8907,32 Ft XXL,1425998709
HR55AL4641,32 Ft XL,4289047710
NL01AF2034,32 Ft XXL,1.27493E+18
MH01DR7195,32 Ft XXL,2526486597
NL01AG3701,32 Ft XL,1219188435
HR55AM6355,32 Ft XXL,1.27493E+18
TN28BH9393,32 Ft XXXL,1238227901
MH04GR2077,32 Ft XXL,1631527110
HR38AF4649,32 Ft XXL Ft XXL,2028375202
RJ11GC8838,32 Ft XXL,3329704728
MH04LQ3106,22 Ft XXL,1107853999
KA51AG6969,20 Ft XL,2851902913
HR55AJ4676,32 Ft XL,2236468660
KA01AL7211,32 Ft XXL,2964666076
HR55AC4454,32 Ft XL,660306089
TN52AB4590,32 Ft XXL,2463131370
RJ14GR2647,32 Ft XXL,3300087504
HR38U8363,34 Ft XL,955834925
HR55W7970,20 Ft XL,25443168
HR55AN7401,22 Ft XL,3160752292
MH46CL7429,32 Ft XXL,163511175
HR38W2088,32 Ft XL,4165400860
KA51AG7209,20 Ft XL,1788446187
MH42BF6537,34 Ft XL,1131876453
TN28BK2953,32 Ft XXL Ft XXL,1920931969
HR38AA8750,32 Ft XXL,3852901159
MH14GU1526,32 Ft XXL,2671813342
RJ18GA2257,32 Ft XXL,1.28515E+18
HR63E6631,32 Ft XXL,1573419948
MH46BB5928,32 Ft XL,2564900610
UP78GT8427,32 Ft XXL,3053775769
TN05BY3724,20 Ft XL,2056925208
WB11D3453,32 Ft XXL,3683333023
UP82AT2848,30 Ft DXL,2115237033
HR47D0798,32 Ft XL,4168537585
NL01Q6326,32 Ft XL,514621679
HR38AD5314,32 Ft XXL,4203907520
HR55AK9118,32 Ft XL,3000356243
MH04HD8828,32 Ft XXL,4130665628
MH05DK7105,22 Ft XL,18476183
HR55AJ7512,32 Ft XL,1.36953E+18
MH04LY2905,32 Ft XXL Ft XXL,3933117663
UP14MT0803,32 Ft XL,2560064429
MH04LE0198,32 Ft XL,2627105505
NL01AE1597,32 Ft XL,2459640882
HR38AE3006,34 Ft XL,2858977521
DD03P9845,32 Ft XXL,1.27493E+18
RJ32GD1045,32 Ft XL,2463724394
RJ30GB0137,32 Ft XXL,2527028872
NL01Q6283,32 Ft XXL,1.27493E+18
HR74B7722,32 Ft XL,1790840599
HR38W2024,32 Ft XXL,1297437708
NL01AG5495,34 Ft XL,611100283
KA52B6173,32 Ft XXL,2966058994
MH24AU7954,20 Ft XL,225061503
HR38AC0409,34 Ft XL,1149351257
TN12AR6579,22 Ft XL,1.41632E+18
UP78CT5266,32 Ft XL,1875902270
HR61E6036,32 Ft XXL Ft XXL,2324326255
NL07AA4823,32 Ft XL,1181632531
NL01AF7435,32 Ft XL,1.27493E+18
TN25CD8898,32 Ft XXL,199731044
HR55AN6055,32 Ft XL,1.27493E+18
NL01N8906,32 Ft XXL,779853357
NL01AG8273,32 Ft XXL,3194110022
NL01AB6842,32 Ft XL,2250116825
HR55AG1133,32 Ft XXL,1.27493E+18
RJ18GC9094,32 Ft XXL,3212501677
RJ10GB0916,32 Ft XL,2100646698
HR55AH8722,32 Ft XL,267942975
MH31FC5269,20 Ft XL,2322831403
HR55S7447,32 Ft XL,2188263491
PB13BG0520,32 Ft XL,3680034111
MH31FC5886,32 Ft XL,2322831403
TN39DW4180,32 Ft XL,1.30119E+18
RJ14GL0297,32 Ft XXL,3976597424
HR55AN7280,20 Ft XL,3363528157
MH44U3397,32 Ft XXL,1622030892
HR55AP0963,24 Ft XL,20079860
MH46BB3641,20 Ft XL,1323381085
RJ02GB1214,32 Ft XXL,2119005627
TN23CQ8424,20 Ft XL,2792696434
HR38AA3071,32 Ft XL,481817470
MH04KU8920,20 Ft XL,346024543
MH46AR4347,32 Ft XL,4155638782
HR55AV6836,22 Ft XL,1843032663
HR55AG4401,32 Ft XXL,1.27493E+18
NL01AG1609,32 Ft XL,1038921782
MH04KU1804,20 Ft XL,4082660028
TN28BD1386,32 Ft XXL,2792505996
RJ14GR4381,32 Ft XL,1645396204
MH04GR9755,32 Ft XXL,3957299046
HR55AE0166,32 Ft XXL,1750554841
HR56C7083,32 Ft XL,1365561012
HR55AE7120,32 Ft XXL,3234395569
HR55AA2947,32 Ft XL,208449432
KA04AC5059,32 Ft XL,3442279203
KA595750,32 Ft XL,3189752954
NL01AH0044,20 Ft XL,17667683
RJ11GC1297,32 Ft XXL Ft XXL,196887764
GJ15AT1355,32 Ft XL,1135931905
TN52H7104,32 Ft XXL,3771460155
NL01AE1169,32 Ft XL,3261373768
HR45D5121,36 Ft XXXL,2028315697
UP85CT0097,32 Ft XL,2081056071
HR55AM4111,32 Ft XL,3672102456
