reg_no,length,owner_uuid
MH04JU0584,20 Ft XL,2462877883
MH43BG3119,32 Ft XL,1.37249E+18
TN28BD8165,32 Ft XXL,1.37437E+18
BR02GA4543,26 Ft DXL,3504217824
TN39DZ9322,32 Ft XXL,1.27493E+18
TN42AD1055,32 Ft XL,1.27493E+18
PB11CJ3536,32 Ft XXL,2322689137
MP09GH6641,32 Ft XL,667083889
MH43BX3606,32 Ft XXL,1.37249E+18
NL01N2816,32 Ft XXL,1355641096
MH48AY5012,32 Ft XXXL,1037128075
MH46BM9082,32 Ft XXL,2160159070
KA596451,32 Ft XL,957599466
MH20EL6288,22 Ft XXL,1575234037
HR55AN6645,32 Ft XL,1.27493E+18
NL01AE8280,32 Ft XXL,1.29422E+18
HR38AA8457,32 Ft XXL,1806953019
KA51AJ4029,32 Ft XXL,1.27493E+18
HR55AP0519,22 Ft XL,4262854756
MH04LQ4250,32 Ft XL,1496954475
HR55AL4418,14 Ft XL,3000356243
MH04LQ0128,32 Ft XL,2127818749
TN36BS7583,32 Ft XXL,730313617
MH43BX3262,32 Ft XL,2126873029
BR01GL9811,32 Ft XXL,3198442396
RJ10GB7857,40 Ft DXL,3760833799
BR28GA1758,32 Ft XXL,2993117073
MH04JK1628,20 Ft XL,3413902153
NL01L6905,24 Ft XXL,1.34396E+18
RJ11GC0039,32 Ft XXL,1.27493E+18
HR47C5200,32 Ft XL,1431040845
RJ32GD1757,32 Ft XL,2463724394
MH04JU7051,32 Ft XXL,2984689483
TN28BK8866,32 Ft XXL,1806063760
NL01AH5594,32 Ft XXL,1617854670
UP67AT0711,30 Ft DXL,3401821785
NL01AG5165,32 Ft XL,3914731708
RJ11GC0831,32 Ft XXL,796246557
MH40CM8879,32 Ft XL,3568260721
AP39UB7070,20 Ft XL,1931874061
TS08UJ3485,32 Ft XL,3164210946
KA01AH1167,32 Ft XXL,387829813
TN52C8104,32 Ft XXL,4224017268
KA01AK3732,32 Ft XL,727275022
RJ11GC0628,32 Ft XXL,3849711929
TN52J2290,32 Ft XXL,1.27493E+18
MH46BM8335,20 Ft XL,2173719893
HR55AR0471,32 Ft XXL,1.29422E+18
HP12R6531,32 Ft XXL,980592438
NL01AB2480,32 Ft XXL,710281795
UP21BN1975,32 Ft XL,3578335794
UP78GT2481,32 Ft XL,3251962340
HR55Y1277,32 Ft XL,1788205992
UP53GT2695,32 Ft XL,807951713
TS08UB0992,32 Ft XXL,3829683448
MH46F6124,32 Ft XXL,2278699910
TN28BK4178,32 Ft XXL,1.37437E+18
WB19L1299,32 Ft XXL,560318007
KA52B6664,22 Ft XL,1436605487
NL01AE5646,32 Ft XXL,1.33853E+18
HR55AM9393,32 Ft XL,2153189426
HR55AG7058,32 Ft XL,1.27493E+18
HR46D7045,32 Ft XXL,705261543
HR39E6982,20 Ft XL,894758664
RJ10GC0578,32 Ft XXL,1.28515E+18
JH05BZ8244,32 Ft XXL,1850948041
NL01AC2633,32 Ft XL,2005079660
NL01AC4903,32 Ft XXL,3193912759
TN28BK8257,32 Ft XL,1.3391E+18
TN12AR8760,20 Ft XL,744933130
HR55AT7616,32 Ft XL,3104138433
UP78CT7931,32 Ft XL,3251962340
HR47D7879,32 Ft XL,3394530554
RJ09GB6162,32 Ft XXL,2374041767
GJ06BT0332,32 Ft XL,1527684631
HR55AE1291,32 Ft XL,1.3653E+18
HR55AC6682,32 Ft XXL Ft XXL,1617854670
HR55AG2328,22 Ft XL,1.27493E+18
HR55AL4830,32 Ft XL,1.36953E+18
RJ09GC4643,32 Ft XXL,1183707012
HR46E7189,30 Ft DXL,2818151988
UP23T9934,32 Ft XL,4073261277
MH04KF7813,32 Ft XL,573747521
RJ32GC1052,32 Ft XXL,465412840
MH31FC6101,20 Ft XL,2322831403
HR55AJ2736,32 Ft XL,2058958247
HP12L7455,32 Ft XXL,423539271
HR55AT8043,22 Ft XL,20079860
KA01AM2218,24 Ft XL,957599466
HR55AL1639,14 Ft XL,3000356243
KA51AF6552,32 Ft XXL,570434649
NL01AF8618,32 Ft XL,3796565763
NL01AF8493,32 Ft XXL,2459640882
HR38S5983,32 Ft XXL,1719619942
TN77E0506,32 Ft XXL Ft XXL,1685857711
PB65AX1099,20 Ft XL,1328369028
NL01N1231,32 Ft XXL,1355641096
HR55AS9419,32 Ft XL,374678490
UP14KT9236,21 Ft DXL,2501125102
HR37E4548,30 Ft DXL,3409271104
RJ10GB4728,32 Ft SXL,3497881716
NL01AG7323,36 Ft XXXL,533252639
HR55AP1477,32 Ft XXL,3234395569
UK06CB3098,32 Ft XL,1165942946
TN10BU1049,20 Ft XL,379120559
GJ06BT6928,22 Ft XL,2967857427
RJ10GB4984,32 Ft XL,1038921782
HR37D3718,22 Ft XL,3643179006
KA568196,32 Ft XXL,4269945867
TS07UB0325,20 Ft XL,2319926946
HR73A2307,23 Ft DXL,1827468929
RJ11GC0833,32 Ft XXL,1.27493E+18
TN88L2489,32 Ft XXXL,2262956076
MH04JU2350,32 Ft XL,3420929383
TN28BH6395,32 Ft XXL,3137532712
TN13Z5067,24 Ft XL,904967090
UK06CB5309,32 Ft XL,2432246931
WB11F7257,24 Ft XXL,2296239721
MH46BM9084,32 Ft XXL,2160159070
HR38AE6245,22 Ft XL,3926885167
TN88V1899,32 Ft XXXL,3454225073
HR55AF7237,32 Ft XL,267942975
MH04LE7206,20 Ft XL,205398239
NL01AD8850,32 Ft XXL,1.27493E+18
RJ18GB1492,32 Ft XXL,1.27493E+18
MH24BW1576,32 Ft XXL,4221398926
MH04JK1627,20 Ft XL,3664646179
MH46AR7540,32 Ft XL,3178848370
MH04JU2181,32 Ft XXL,848368649
MH04LE8477,20 Ft XL,547525069
HR47C9545,32 Ft XL,1090881001
NL01AH9347,32 Ft XXL,2638422073
NL01AG7967,32 Ft XL,949846854
GJ18AZ9709,32 Ft XL,2717088160
NL01AF4824,32 Ft XXL,1008222599
NL01AA0998,32 Ft XL,2108985170
NL01AE8688,32 Ft XXL,1.27493E+18
KA01AR2399,32 Ft XL,1788446187
TN88H6369,32 Ft XXL,3926192934
RJ32GD7126,32 Ft XL,192183297
MH04JU2632,20 Ft XL,2215068666
NL01AG0468,34 Ft XXXL,2059618537
HR55AK1346,24 Ft XL,3658889535
CH01TB1916,32 Ft XXL,2838899538
KA22C7684,20 Ft XL,739291280
HR55AM1039,24 Ft XXL,505128322
HR46F5071,40 Ft DXL,3703984338
HR55AR9148,24 Ft XL,20079860
TN63BP4957,32 Ft XXL,2275692280
HR55AR3606,24 Ft XL,1.27493E+18
MH04KU5283,32 Ft XL,1675607123
MH16CD9891,32 Ft XXL,1057721690
NL01AF4238,32 Ft XL,1708392131
KA51AG8089,22 Ft XL,2649589112
MH12PQ9901,32 Ft XL,4017744926
NL01AG7231,32 Ft XL,1984404527
HR66A6070,32 Ft XXL,2733485050
HR55AF4667,32 Ft XL,2250116825
HR55AT2265,32 Ft XL,3104138433
MH48CB7604,22 Ft XL,3666291754
RJ14GQ8575,32 Ft XL,1448998512
GJ15AV5381,32 Ft XL,3066126867
HR46E5771,32 Ft XL,3888426839
KA03AK5550,20 Ft XL,1893840531
KA51AG9596,32 Ft XL,1.29971E+18
HR55AC3485,32 Ft XL,149166325
TN88F2264,32 Ft XL,1.287E+18
HR38AD5645,24 Ft XL,3663373573
GJ12BZ3561,40 Ft DXL,3106825274
KA52B3723,24 Ft XL,1553660681
RJ10GB2201,32 Ft XXL,2975591973
TN05CE4792,20 Ft XL,1908930337
TN09DH9517,20 Ft XL,3835492458
HR74B2504,32 Ft XL,1316849815
HR55AA3174,32 Ft XL,208449432
PB11DA0128,24 Ft XL,1816174169
TN04AW5752,32 Ft XXL,1271043962
HR38AB2763,32 Ft XL,1599883026
TS07UG0296,32 Ft XXL,3706224517
NL01L6541,32 Ft XXXL,1.34396E+18
MH04JK1584,32 Ft XXL,2697384642
UP72AT1188,30 Ft DXL,2818151988
HR68B1026,32 Ft XL,2838899538
MH43BX0922,32 Ft XXL,1.37249E+18
PB11AY7840,32 Ft XL,1995526937
NL01N8246,32 Ft XXL,2459640882
TN88K6993,32 Ft XXL,3172923935
NL01Q3562,32 Ft XL,1209239541
KA02AH2524,20 Ft XL,3278069371
TN34AF3755,32 Ft XXXL,3713489878
RJ14GP6614,32 Ft XXL,3300087504
HR55AL6476,20 Ft XL,3658889535
TN30CV6469,32 Ft XXL,2636212601
NL01Q4239,32 Ft XL,3117739931
NL01AB0086,32 Ft XXL,1.27493E+18
RJ01GC7496,40 Ft DXL,2472847994
KA51AG9700,22 Ft XXL,2751276406
HR55AP7567,32 Ft XXL,4251333778
KA51AH8524,32 Ft XL,1.29971E+18
HR38AD5742,34 Ft XL,1017497294
HR47G8564,32 Ft XXL,1.29422E+18
MH12SX5958,20 Ft XL,2379992776
MH04KU2694,20 Ft XL,3106952913
HR55AM5527,22 Ft XL,1181632531
MH02FG3467,24 Ft XXL,1504749533
JH10CJ5633,20 Ft XL,3793431552
NL01AG0016,32 Ft XXL,2638422073
MH46BB5593,32 Ft XXL,2396252632
HR55AM0596,22 Ft XL,2596039234
MH04GF8893,32 Ft XXL,2062614801
RJ14GJ7841,32 Ft XL,1804682592
TN11AX5029,20 Ft XL,3353757267
TN88AY1599,32 Ft XXL,3752398088
NL01AD6087,32 Ft XXL,3984391540
MH04LE1274,20 Ft XL,1470923263
HR39F4410,32 Ft XL,3787560362
TN85Q1199,32 Ft XXL,1.31421E+18
DD01K9930,32 Ft XL,2412338830
GJ12BX2925,40 Ft DXL,3106825274
UP81DT5651,32 Ft XL,1698857278
HR38AA0465,34 Ft XL,1995526937
TN88U8696,32 Ft XXXL,1514556212
HR63D8823,32 Ft XL,291465903
RJ11GB7574,32 Ft XXL,2492852780
MH04KU6512,20 Ft XL,162849997
MH04LQ3179,20 Ft XL,3042182368
MH43BP3205,32 Ft XXL,1.37249E+18
UP53GT8771,32 Ft XXL,3914731708
PB13BE2822,32 Ft XXL,1.41783E+18
HR38AB3975,34 Ft XL,3941577843
TN29BJ0390,32 Ft XXL,1.27493E+18
HR55AN1918,32 Ft XXL,267942975
HP64A6992,32 Ft XXL,2132726553
KA566897,32 Ft XXL,3745362445
MH04HD7784,32 Ft XL,2526486597
HR628765,32 Ft XXL,325838392
NL01AA3290,32 Ft XXL,1627850310
TN88U8174,32 Ft XXL,104156983
UP21CN8736,32 Ft XXL,2755996298
TN12AS4194,32 Ft XXL,4160358410
HR55AF3340,20 Ft XL,1668670859
RJ14GR9618,32 Ft XL,1142481406
NL01AG1856,32 Ft XL,1121804932
TN28BH7966,32 Ft XXL,2117522071
WB05A2417,32 Ft XXL,1080031028
HR38W3937,32 Ft XL,3682873328
UP21DT0019,32 Ft XL,516612843
MH04LE3579,20 Ft XL,3413902153
TN36BT6320,32 Ft XXL,1976321926
HR55AS1897,32 Ft XL,3104138433
TN36BS7202,32 Ft XXL,12546475
NL01AG4130,32 Ft XL,1.27493E+18
HR55AH2275,32 Ft XXL,1.27493E+18
MH04HS0385,32 Ft XL,3525027442
NL01AF4113,34 Ft XL,3731347356
TN88K4577,32 Ft XXXL,1579060235
RJ11GB9678,32 Ft XXL,2060987246
HR69D8348,20 Ft XL,4274074126
MH43BX8393,32 Ft XL,1.37249E+18
DL1MB3492,22 Ft XL,4026302309
HR55AC2050,32 Ft XXL,3648094054
NL01AH8914,40 Ft DXL,4255940877
HR55AL8623,32 Ft XL,3117739931
TN88J3884,32 Ft XXL,532262418
TN28BD8763,32 Ft XXL,1819346120
HR55AR9477,32 Ft XL,3104138433
HR73B9537,32 Ft XL,2892768975
MH14KQ7931,32 Ft XXL,1266604876
HR55AL5383,32 Ft XL,4112769211
RJ32GD5780,32 Ft XL,2594083566
UP78FT7827,32 Ft XXL,3053775769
HR61E0930,32 Ft XL,1245280875
MH46CL8335,20 Ft XL,2173719893
NL01N1214,30 Ft XL,1355641096
KA01AF4249,32 Ft XXL,3935052635
BR24GB2375,30 Ft DXL,3504217824
GJ01CT1760,32 Ft XL,752912893
NL01AD7749,32 Ft XL,1906804136
MH14EM7501,20 Ft XL,3194110022
MH04LE5391,32 Ft XL,2545997179
HR55AT9672,22 Ft XL,307838769
MH04LE2587,32 Ft XXL,1427582194
NL01AB4875,32 Ft XXL,1.27493E+18
GJ27TF4004,32 Ft XL,2498711935
RJ14GQ1863,32 Ft XL,1.27493E+18
UP85CT0197,32 Ft XL,2081056071
MH04JK7434,32 Ft XL,1036596673
NL01Q4058,32 Ft XL,1.27493E+18
DL1MB0252,22 Ft XL,3778897167
TN37DA5951,22 Ft XL,1.27493E+18
MP04HE4561,32 Ft XXL,2353840607
KA02AH2523,20 Ft XL,3278069371
NL01AF2820,32 Ft XXL,2524529930
MH04LE5744,32 Ft XXL,405100793
MH12LT8969,24 Ft XL,2938149582
WB11D3657,32 Ft XXL,3812551316
MP09ZP5255,32 Ft XXL,547416547
WB11D4082,32 Ft XL,1896775425
NL01AC3559,32 Ft XXL,10029311
HR38W4402,32 Ft XL,1772711426
HR55U6388,32 Ft XL,1.27493E+18
MH04KU9566,32 Ft XXL,66625116
DL1MA8871,20 Ft XL,147569176
HR38V6979,34 Ft XL,4281343464
HR38AF5001,32 Ft XL,1995526937
NL01AF3280,32 Ft XXL,3944964191
RJ11GB9604,32 Ft XXL,3080242868
MH05DK5049,32 Ft XXL,2553660092
UP32RN5988,32 Ft XXL,1459236843
RJ10GB7663,32 Ft XL,93434900
HR55AM2098,32 Ft XL,2360715924
TN52R5379,32 Ft XXL,2463131370
UP81DT9475,30 Ft DXL,2115237033
HR55AR9247,32 Ft XXL,1.27493E+18
NL01AE7223,32 Ft XXL,1.27493E+18
KA01AN0319,32 Ft XXL,4003659567
MH43Y4976,32 Ft XL,2736541600
HR38AE8941,22 Ft XL,572478139
NL01AH9345,32 Ft XXL,2638422073
HR47G1117,32 Ft XL,3584401640
NL01AB8026,32 Ft XL,3904425606
HR38X9801,22 Ft XL,1.28876E+18
MH04LE2481,20 Ft XL,2215068666
MH04LE3850,22 Ft XL,1973998608
HR55AJ8290,32 Ft XXL,1.27493E+18
MH04LE8721,32 Ft XL,618016159
HR47D6812,32 Ft XXL,4004548899
TN72CC6837,32 Ft XXL,1102788302
NL01AF1953,32 Ft XXL,2671813342
NL01AE7628,32 Ft XL,4112769211
HR74B0706,22 Ft XL,1410084679
HR38AB6644,32 Ft XL,1.32428E+18
KA09D6316,32 Ft XXL,1617854670
NL01AF0414,32 Ft XXL,1.27493E+18
KA566547,32 Ft XXL,3634303802
HR47D0422,32 Ft XXL,892999977
NL01AD8995,32 Ft XXL,1750554841
MH04JU1532,20 Ft XL,312428173
KA52A0499,32 Ft XXL Ft XXL,2227836433
MH04LQ3927,32 Ft XXL,973970333
HR55AP3625,32 Ft XL,2211193487
RJ14GL6295,32 Ft XL,3261373768
HR47F2111,32 Ft XXL,3584401640
HR38W4557,32 Ft XL,2987626821
TN52R5688,32 Ft XXL,1.37286E+18
MH47Y6998,24 Ft XXL,1403711368
NL01AE8613,32 Ft XXL,1.27493E+18
TN39CM9799,20 Ft XL,2715396251
MH46BU1550,32 Ft XL,815104678
MH04GC5062,32 Ft XXL,1844772152
MH43BX3290,20 Ft XL,2126873029
UK06CB4312,32 Ft XXL,1652900573
MH46BU9465,32 Ft XXL,3142727949
UK04CB5593,32 Ft XXL,3478782852
NL01N7477,32 Ft XXL,1168052891
TN12BB8789,20 Ft XL,533208363
MH04LE0197,20 Ft XL,2302146509
MH16CC3342,24 Ft DXL,3954209148
MH04LE7689,32 Ft XL,2047696331
MH04JU0612,20 Ft XL,859974101
PB13BP9835,32 Ft XXL,1.41783E+18
NL01AB0947,32 Ft XXL,1168052891
MH04LQ3745,32 Ft XL,2203763851
HR38AG4422,32 Ft XL,3908165514
NL01AH2181,32 Ft XXL,154705261
TN18BH9114,22 Ft XL,2188603636
MH04HD7057,20 Ft XL,2425593342
HR38AD4532,32 Ft XL,3908165514
KA09C9207,32 Ft XL,1.34034E+18
KA09AA0671,32 Ft XXL,1.29034E+18
KA566000,32 Ft XXL,2787015569
HR58B6242,32 Ft XXL,2198632009
HR61D8697,22 Ft XL,1.3775E+18
HR55AM4433,32 Ft XXL,1.27493E+18
TN42AF7866,22 Ft XL,223488297
NL01AD8859,32 Ft XXL,1.27493E+18
PB02EG7892,32 Ft XXL,95300342
BR24GB0812,30 Ft DXL,3401821785
MH43Y1202,26 Ft DXL,2760921535
RJ14GJ6986,32 Ft XXL,2449345237
MH43CE4882,32 Ft XXL,1.27493E+18
CH01TB7209,32 Ft XXL,2838899538
MH04LQ0948,32 Ft XL,1002062524
BR02GA6193,26 Ft DXL,3504217824
MH04KF2247,32 Ft XL,573747521
RJ09GC1240,32 Ft XXL,2374041767
HR46E0801,32 Ft XL,2637171806
RJ11GB2533,32 Ft XL,3807035747
KA03AK5485,20 Ft XL,1893840531
NL01AH9406,32 Ft XXL,3194110022
MH16CD5778,20 Ft XL,3458882033
HR38AB4791,34 Ft XL,1599883026
TN54V5801,20 Ft XL,3742945665
HR55AE6688,32 Ft XL,1234471197
TN42AJ5099,20 Ft XL,1.27493E+18
RJ10GB7672,32 Ft XL,93434900
MH01DR2214,32 Ft XL,2526486597
MH04LY5688,32 Ft XXL,1675607123
MH04KU7940,32 Ft XXXL,2641660360
NL01AE6939,32 Ft XXL,1.27493E+18
RJ10GA9895,32 Ft XXL,189371277
BR06GD8681,32 Ft XL,1675607123
MH23AU3461,20 Ft DXL,723912061
MH12SX3946,32 Ft XXL,4100923775
PB11BN9438,30 Ft DXL,3364769651
NL01N1117,32 Ft XL,2557748605
MH14GD3870,22 Ft XL Ft XL,2422776809
TS08UF8476,32 Ft XXL,2045484468
HR55AK8629,32 Ft XXL,1.27493E+18
NL01AH9946,32 Ft XXL,762560645
HR55AU9236,32 Ft XL,2349979998
HR38AH6474,32 Ft XL,4165400860
KA565835,32 Ft XXL,1315265540
RJ14GN9909,32 Ft XXL,3300087504
MH04KU7398,22 Ft XL,4143037193
MH04EB3700,32 Ft XXL,694341610
HR55AP2165,32 Ft XL,2594083566
MH12UM0864,20 Ft XL,1952041932
HR47G8289,32 Ft XL,337502529
HR38AD2487,32 Ft XL,4203907520
HR55AA4893,32 Ft XL,4015093222
RJ14GP1616,32 Ft XL,2180774793
MH40CT0704,22 Ft XXL,241228719
HR73A0758,20 Ft XL,3799698316
TN39DA8007,32 Ft XL,3084231828
GJ03BW7810,32 Ft XXL,3002944284
TN69BY3152,32 Ft XXL,1477162008
MH48BM2528,32 Ft XXL,1726747407
NL01AE7575,32 Ft XL,206958395
MH40CM1040,20 Ft XL,2754769429
UP82T9580,32 Ft XL,1542770824
KA01AJ9464,32 Ft XL,727275022
TN72DY4504,20 Ft XL,3359250587
HR55AA6370,32 Ft XL,660306089
HR61E0620,34 Ft XL,2480493238
RJ10GB1602,32 Ft XXL,187491857
UP74T5996,32 Ft XL,1962447906
HR55AH6067,32 Ft XXL,1.27493E+18
MH04KU9115,20 Ft XL,2781273681
KA51AD9299,32 Ft XL,1527983037
HR55AK5858,32 Ft XXL,1.27493E+18
OD02AX9457,32 Ft XL,3003097865
TN28BJ8134,32 Ft XXL,1238227901
TN18BF7701,32 Ft XL,2832708063
NL01AH2179,32 Ft XXL,154705261
HR55AK2870,24 Ft XXL,2778726045
HR55AS1830,32 Ft XL,3234395569
KA19AB1924,20 Ft XL,2573512203
UP16MT5311,22 Ft XL,3163586451
TN28BJ1116,32 Ft XXL,106157341
MH14LB4291,20 Ft DXL,723912061
RJ10GB4982,32 Ft XL,1038921782
HR38AC4703,32 Ft XL,1868373273
HR55AK4281,22 Ft XL,1.27493E+18
HR67A1025,32 Ft XXL,2269749278
MH04JK3579,20 Ft XL,2309501506
DL1MA6249,20 Ft XL,2315458595
TN12BE1492,20 Ft XL,581693137
KA52B2808,20 Ft XL,4216619109
HR47E7576,32 Ft XL,1116160635
WB11D4115,32 Ft XXL,1111699978
NL01AF0440,32 Ft XXL,3648094054
MH48AG8442,32 Ft XL,2039810350
NL01AE0233,32 Ft XXL,1.27493E+18
HR55AE6796,32 Ft XXL,1168052891
UP21BN0262,32 Ft XL,2382778043
MH46BB2997,32 Ft XXL,4194560430
KA51AF7258,32 Ft XL,1.29971E+18
HR55AC2492,32 Ft XL,660306089
HR55AH5829,20 Ft XL,4005802236
MH04LE0770,32 Ft XL,2984689483
TN32AK8399,20 Ft XL,1476903579
HR38Z5156,20 Ft XL,780813230
RJ14GP8753,32 Ft XXL,1.30839E+18
GJ27TF3352,32 Ft XXL,306700868
MH04LQ9031,32 Ft XL,573747521
MH04JU9710,32 Ft XXL,907115612
GJ15AV8153,32 Ft XL,242034592
MH04GR0773,20 Ft XL,2712136694
TS08UD7727,32 Ft XXL,3176493173
TN25CE3969,32 Ft XXL,735842829
MH04GR3735,32 Ft XXL,1635979899
HR55AL2053,32 Ft XXL,1.27493E+18
TN36BV8328,32 Ft XL,1976321926
MH04LY9340,20 Ft XL,2042883326
KA567184,32 Ft XXL,89434165
NL01AB6382,32 Ft XL,157134406
HR55AJ4337,22 Ft XL,3693967299
TN56S1278,32 Ft XL,1579908675
MH40CM4305,32 Ft XL,761325456
HR68B2924,32 Ft XXL,2838899538
GJ01DY7993,32 Ft XL,752912893
HR55X7768,32 Ft XXL,1297437708
RJ14GP8853,32 Ft XXL,1.30839E+18
RJ14GP8426,32 Ft XL,3310646587
NL01AG5136,34 Ft XL,2903670965
NL01N2767,32 Ft XXL,1355641096
GJ12BW6378,32 Ft XXL,1606375866
TN39DY9615,24 Ft XL,3779518540
MH04JK1705,32 Ft XXL,1242355690
MH24BW9233,32 Ft XXL,329336430
KA01AQ3114,32 Ft XXL,1.30119E+18
MH04LQ2575,32 Ft XL,4108214217
MH04JK1434,20 Ft XL,3413902153
HR47E4847,32 Ft XL,1.27493E+18
RJ18GB4960,32 Ft XXL Ft XXL,3857790213
KA52A4287,32 Ft XL,1127926498
HR55AB6362,32 Ft XL,1868373273
HR38Z7061,32 Ft XXL,1.41783E+18
RJ27GB9463,32 Ft XXL,2979921946
NL01N0507,32 Ft XL,2051275062
HR55AN9246,22 Ft XL,2786914631
RJ14GR4685,32 Ft XL,4246702836
HR38V5805,34 Ft XL,1995526937
HR61D1267,20 Ft XL,4179937475
MH04KF2245,32 Ft XL,573747521
HR38AB1411,32 Ft XXL,1.35843E+18
MH04JK9506,32 Ft XL,2984689483
TN37CV0371,32 Ft XXL,2286091161
HR55AK5501,22 Ft XL,1.3775E+18
NL01AC8837,32 Ft XXL,272918766
RJ09GB5553,32 Ft XXL,245207813
GJ19Y0459,32 Ft XXL,3634954514
GJ06BX2679,32 Ft XL,2707320324
NL01AB7978,32 Ft XL,1890778991
HR55AK6884,32 Ft XXL,1.27493E+18
TN39CV6694,20 Ft XL,2675178219
KA51AG0832,32 Ft XXL,3267183048
RJ11GC6810,32 Ft XXL,1.33805E+18
KA01AM9353,32 Ft XL,1.29099E+18
MH04MH5913,32 Ft XL,2047696331
HR55AC3140,32 Ft XXL,149166325
PB05AP2123,34 Ft XL,512034430
MH05DK1735,20 Ft XL,2035740689
HR55AE6157,32 Ft XXL,3648094054
MH04JK6152,22 Ft XL,3678859715
MH14KQ3286,24 Ft XL,3194110022
HR55AS6230,32 Ft XL,3234395569
MP09HH3623,32 Ft XXL,2884360290
TN39CY1003,32 Ft XXL,1892285855
TN88J4556,32 Ft XXL,672402363
MH40CD9155,32 Ft XXL,4093767920
KA51AA1744,32 Ft XL,957599466
HP72D9951,32 Ft XL,562972689
DD01A9678,22 Ft XXL,3188067656
RJ14GL9790,32 Ft XL,3296089010
KA51AH7257,32 Ft XXL,154705261
TN56J4957,32 Ft XXL,3857087399
NL01AG6315,32 Ft XXL,1080800009
HR47D3299,32 Ft XXL,1.3715E+18
KA52A4839,32 Ft XL,570434649
DL1GC5697,32 Ft XXL,817831524
HR61D3948,32 Ft XXL,1.27493E+18
KA52B8568,22 Ft XL,3993520811
HR55AG7674,32 Ft XL,4065014065
HR68A8512,32 Ft XXL,2838899538
NL01AG9172,22 Ft XL,3421384006
RJ11GB6317,32 Ft XXL,2512967465
KA590822,32 Ft XL,957599466
HR55AK0868,20 Ft XL,646781416
TS08UJ8962,32 Ft XXL Ft XXL,762560645
HR56B8791,23 Ft DXL,1374872036
HR38AE8760,34 Ft XL,4066216907
HR55AL1001,32 Ft XXL,3480904393
HR55AE0363,32 Ft XXL,1737129507
TN10BU1309,20 Ft XL,379120559
MH40CT2583,32 Ft XL,3551431110
MH04LQ6036,32 Ft XL,2521587979
MH43BX0689,32 Ft XXL,1.37249E+18
MH46CL4716,20 Ft XL,3413902153
MH43CA1799,32 Ft XXL,589546240
UK06CB5286,32 Ft XL,2845904092
RJ18GB4682,32 Ft XL,3573345416
UP16GT4236,32 Ft XL,1240647876
NL01AJ0314,32 Ft XL,181972057
TN42AK7557,32 Ft XL,223488297
TN11V2587,20 Ft XL,302226008
HR55AL6557,22 Ft DXL,3990027585
NL01AD1202,32 Ft XXXL,1675607123
MH04KF8238,20 Ft XL,2545997179
HR55AL2338,32 Ft XXL,1.27493E+18
MH16CC9342,24 Ft DXL,3954209148
TN10BR5029,32 Ft XL,2591512186
MH43BG7206,20 Ft XL,205398239
MH04HD7990,32 Ft XL,1763251974
UP14GT1471,30 Ft DXL,2115237033
TN37CJ6240,20 Ft XL,1.27493E+18
HR55AB2427,32 Ft XL,4168537585
HR47D6190,32 Ft XXL,3234395569
BR01GM1604,32 Ft XXL,1918404566
TN39CA8245,22 Ft XL,3292405910
MP09GH0548,32 Ft XXL,667083889
MH04HD9341,32 Ft XXL,1.27493E+18
RJ11GB5386,32 Ft XXL,2285897423
NL01AF3964,32 Ft XXL,2459640882
NL01AB6830,32 Ft XL,2938149582
HR46D6294,32 Ft SXL,3805993097
RJ11GB6797,24 Ft DXL,3504217824
MH04KU4943,20 Ft XL,911651372
WB176026,24 Ft XXL,4065038712
NL01AF3897,40 Ft DXL,3023042143
GJ01ET7744,32 Ft XXXL,1538347218
KA567260,32 Ft XXL Ft XXL,75202623
RJ14GK9469,32 Ft XXL,1237006672
KA51AJ0199,32 Ft XL,1654145397
UP53HT1525,32 Ft XXL,3914731708
HR55AK5014,22 Ft XL,1.27493E+18
TN34X3688,32 Ft XXL,454346142
HR38V6185,34 Ft XL,4281343464
MH46AR5898,32 Ft XXL,632606191
DL1LAF5053,14 Ft XL,1749568162
RJ32GD4361,32 Ft XL,1993271565
MH04KU2683,20 Ft XL,425966486
NL01AD8959,32 Ft XXL,1.31389E+18
MH46BB8245,32 Ft XL,960632885
MH40BG8349,32 Ft XXL,3251689406
HR38AC6234,32 Ft XL,1599883026
MH43BP3405,20 Ft XL,2126873029
HR55AH2296,32 Ft SXL,267942975
WB41J9276,32 Ft XXL,3766410643
RJ14GQ8988,34 Ft XL,1017497294
UP11BT9701,32 Ft XXL,3211344353
TN88AZ4686,32 Ft XXL,1.3095E+18
HR38AF6567,34 Ft XL,4023146082
HR55AH2683,32 Ft XL,267942975
MH48T8289,32 Ft XL,4045897604
MH46AR7619,32 Ft XL,956587098
NL01AE9519,32 Ft XL,3649503109
KA01AF9481,32 Ft XXL,1930959888
MH04HY6218,32 Ft XL,1763251974
WB11F8657,32 Ft XL,2296239721
KA51AH3483,32 Ft XXL,2744315801
MH43BX0688,32 Ft XXL,1.37249E+18
MH44U9770,32 Ft XL,3621902350
MH50N3704,20 Ft XL Ft XL,1654458811
TN70S3859,20 Ft XL,3758515936
WB05A4124,32 Ft XL,1080031028
MH43BP6992,20 Ft XL,2126873029
RJ14GR9553,24 Ft XL,3433847032
NL01AG1929,32 Ft XL,90395567
MH43BP6524,20 Ft XL,2126873029
UP16HT4916,32 Ft XXL,1168052891
MH48AY1887,32 Ft XL,2039810350
